Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
1226,7843.0,7359.0,1144.0,0.0025,0,0,0.0,0,0.13101991440627417,0,0.03278688524590164,0,0.02,0.4022518705207637
1227,6158.0,6579.0,1309.0,0.0025,0,0,0.0,0,0.005618800195367613,0,0.0,0,0.0,0.401984242217607
1228,7576.876,7528.326,1204.0,0.011,0,0,0.0,0,0.0014973267687688819,0,0.0,0,0.0,0.401984242217607
1229,5514.741,6892.746,1019.0,0.016,0,0,0.2,0,0.13315822512695946,0,0.03278688524590164,0,0.02,0.4011442452277014
1230,8760.931,5472.188,1292.699,0.01,0,0,0.0,0,0.06785270015134373,0,0.0,0,0.14,0.40114424522770137
1231,10050.0,6372.0,1533.0,0.012,0,0,0.0,0,0.11879738420963765,0,0.06818181818181818,0,0.01,0.4006189576262412
1232,7450.0,7219.0,1283.0,0.007,0,0,0.0,0,0.0012118787432585224,0,0.06719367588932806,0,0.02,0.4001888689402283
1233,4914.05,6713.0,1005.0,0.983,1,0,0.4,0,0.23731594997708869,0,0.06719367588932806,1,0.71,0.39967988118859255
1234,6331.199,8106.937,769.0,0.0025,0,0,0.0,0,0.013837323052740432,0,0.0,0,0.0,0.39941074247014624
1235,11856.873,9268.942,1288.82,0.0025,0,0,0.0,0,0.008542981537004495,0,0.0,0,0.01,0.3986283404174529
1236,9909.227,6531.789,1455.0,0.021,0,0,0.0,0,0.012059516047867822,0,0.06719367588932806,0,0.0,0.3982568840098808
1237,5866.0,6076.0,1240.0,0.0025,0,0,0.0,0,0.008502076678378998,0,0.0,0,0.01,0.3979290805919188
1238,5297.0,6446.0,1232.0,0.0025,0,0,0.0,0,0.0023579918254550865,0,0.0,0,0.0,0.3979290805919188
1239,5699.0,5931.0,1137.0,0.0025,0,0,0.0,0,0.010828519374554743,0,0.0,0,0.0,0.3979290805919188
1240,5098.0,6502.0,1130.0,0.005,0,0,0.0,0,0.006544672930310221,0,0.0,0,0.01,0.3979290805919188
1241,6148.0,6960.0,1293.0,0.0025,0,0,0.0,0,0.0014316891612798862,0,0.0,0,0.0,0.3979290805919188
1242,14483.634,9478.922,1422.489,0.029,0,0,0.0,0,0.0014410303863029224,0,0.0,0,0.01,0.3979290805919188
1243,9047.21,5033.1,1213.31,0.0025,0,0,0.0,0,0.0015956353030555828,0,0.0,0,0.0,0.3979290805919188
1244,8009.0,4723.0,1132.0,0.0025,0,0,0.0,0,0.0032461067384644297,0,0.0,0,0.01,0.3979290805919188
1245,7538.414,7769.906,1120.0,0.0025,0,0,0.0,0,0.004674917037501307,0,0.0,0,0.0,0.3979290805919188
1246,3932.176,6390.467,587.0,0.0025,0,0,0.0,0,0.006219339987801584,0,0.0,0,0.0,0.3979290805919188
1247,8463.307,4830.322,1141.09,0.0025,0,0,0.0,0,0.004470011161069882,0,0.0,0,0.0,0.3979290805919188
1248,8766.983,6230.037,1470.419,0.0025,0,0,0.0,0,0.003816636401229439,0,0.0,0,0.0,0.3979290805919188
1249,5514.904,6482.132,1258.0,0.0025,0,0,0.0,0,0.005972414903566565,0,0.0,0,0.0,0.3979290805919187
1250,5674.958,6633.956,1284.399,0.0025,0,0,0.2,0,0.010771944438172868,0,0.0,0,0.0,0.3979290805919187
1251,5861.0,6053.0,1232.0,0.0025,0,0,0.0,0,0.012303642448867702,0,0.0,0,0.0,0.3979290805919187
1252,12729.132,7543.819,1356.0,0.0025,0,0,0.0,0,0.0038685370135826706,0,0.0,0,0.01,0.3979290805919187
1253,6846.0,7551.0,1097.0,0.0025,0,0,0.0,0,0.0012455172168546354,0,0.0,0,0.0,0.3979290805919187
1254,8901.754,8800.469,1050.12,0.006,0,0,0.0,0,0.0018563373952989132,0,0.0,0,0.0,0.3979290805919187
1255,3937.027,7387.505,214.8,0.005,0,0,0.0,0,8.557761264892169e-05,0,0.0,0,0.0,0.3979290805919187
1256,11612.946,7838.838,1303.0,0.0025,0,0,0.0,0,0.0007458529945929776,0,0.0,0,0.0,0.3979290805919187
1257,8654.0,6665.0,1371.0,0.0025,0,0,0.4,0,0.017734767624263188,0,0.0,0,0.0,0.3979290805919187
1258,8042.978,5316.014,1361.209,0.0025,0,0,0.0,0,0.0027277408835190997,0,0.0,0,0.0,0.3979290805919187
1259,4458.0,7667.0,364.0,0.0025,0,0,0.0,0,0.0006237576863393509,0,0.0,0,0.0,0.3979290805919187
1260,5098.834,6331.705,1295.0,0.005,0,0,0.0,0,0.02936212427659859,0,0.02702702702702703,0,0.01,0.3979290805919187
1261,7114.945,9343.175,979.0,0.0025,0,0,0.0,0,0.019414802115455265,0,0.0,0,0.0,0.3979290805919187
1262,13082.343,7639.524,1385.0,0.039,0,0,0.0,0,0.0057175819086388024,0,0.06719367588932806,0,0.06,0.3979290805919187
1263,7371.567,8851.021,717.0,0.0025,0,0,0.0,0,0.008929424866317884,0,0.0,0,0.0,0.3972496056255347
1264,7407.153,8845.411,719.0,0.007,0,0,0.0,0,0.002176158051434349,0,0.0,0,0.01,0.3972496056255347
1265,7412.519,8835.057,677.0,0.0025,0,0,0.0,0,0.0026697973372350244,0,0.0,0,0.0,0.3972496056255347
1266,4004.911,7451.452,206.06,0.0025,0,0,0.0,0,0.0003678959863743702,0,0.03278688524590164,0,0.0,0.3956804635111422
1267,10888.49,5866.683,1530.07,0.02,0,0,0.2,0,0.05807388293668405,0,0.0,0,0.1,0.3949779786067518
1268,10795.355,5751.462,1533.93,0.014,0,0,0.0,0,0.04875138931176946,0,0.06719367588932806,0,0.05,0.39481158327257054
1269,4631.798,7151.043,697.509,0.009,0,0,0.0,0,0.13560424280066916,0,0.0,0,0.0,0.3946690107019632
1270,5107.69,8315.03,362.0,0.009,0,0,0.0,0,0.00418184444782549,0,0.0,0,0.0,0.3945674808423197
1271,7386.669,8862.305,736.0,0.0025,0,0,0.0,0,0.006273267630361865,0,0.0,0,0.0,0.3945674808423197
1272,13474.491,7297.585,1471.0,0.005,0,0,0.0,0,0.04135630997296742,0,0.0,0,0.04,0.39384290434389124
1273,8260.229,8339.02,890.0,0.0025,0,0,0.0,0,0.12291380232123693,0,0.0,0,0.02,0.39384290434389113
1274,5244.806,7153.649,839.0,0.02,0,0,0.0,0,0.031907652502585586,0,0.0,0,0.03,0.39255656096135155
1275,5382.0,6414.0,1268.0,0.005,0,0,0.0,0,0.013356735236109833,0,0.0,0,0.01,0.39251483680423993
1276,10748.904,9560.958,1370.0,0.005,0,0,0.0,0,4.655444574168757e-06,0,0.06719367588932806,0,0.04,0.39220528836763247
1277,5415.241,6352.257,1292.149,0.0025,0,0,0.0,0,0.2812985178228601,0,0.06818181818181818,0,0.01,0.3915132895280827
1278,5416.947,6354.975,1317.0,0.035,0,0,0.2,0,0.05411934083050682,0,0.06818181818181818,0,0.03,0.39148211846699243
1279,6757.469,8011.793,945.0,0.005,0,0,0.0,0,0.02503796746427368,0,0.06719367588932806,0,0.02,0.39143202216122985
1280,4902.0,6377.0,1228.0,0.008,0,0,0.0,0,0.007547087515128706,0,0.0,0,0.0,0.3908209499702011
1281,4647.522,6205.076,1053.0,0.0025,0,0,0.2,0,0.07260142313047792,0,0.0,0,0.0,0.3904571196178407
1282,12971.0,6609.0,1524.0,0.005,0,0,0.2,0,0.06271333100361344,0,0.06719367588932806,0,0.24,0.3900944131800162
1283,13113.204,6579.749,1538.0,0.022,0,0,0.0,0,0.0013749840494222904,0,0.0,0,0.03,0.3879913368548482
1284,9405.001,6281.946,1496.709,0.0025,0,0,0.0,0,0.013200297609218729,0,0.03278688524590164,0,0.0,0.3879913368548482
1285,4845.201,6214.071,1157.0,0.006,0,0,0.0,0,0.00671905857267039,0,0.0,0,0.0,0.3879913368548482
1286,5983.0,7749.0,759.0,0.099,0,0,0.0,0,0.2141529676622563,1,0.8947368421052632,0,0.31,0.38756778870147707
1287,4884.0,6819.0,910.0,0.031,0,1,0.6,0,0.3339197173725682,0,0.02702702702702703,0,0.18,0.3874615610493989
1288,11212.275,9755.951,1390.67,0.007,0,0,0.0,0,0.004251744541434594,0,0.0,0,0.01,0.3868058216444838
1289,10795.755,5751.862,1533.93,0.0025,0,0,0.0,0,0.004172990870863547,0,0.0,0,0.0,0.3855237810890919
1290,10857.0,8825.0,1159.0,0.0025,0,0,0.0,0,0.008086093693064232,0,0.06719367588932806,0,0.01,0.38552378108909185
1291,10867.0,9037.0,1247.0,0.0025,0,0,0.0,0,0.001603529930030021,0,0.0,0,0.0,0.38552378108909185
1292,13093.248,7644.019,1383.0,0.0025,0,0,0.0,0,0.0006384845812452631,0,0.0,0,0.0,0.38552378108909185
1293,13432.143,7643.936,1456.0,0.0025,0,0,0.0,0,0.0033141473451971165,0,0.0,0,0.0,0.38552378108909185
1294,10790.0,8782.0,1154.0,0.0025,0,0,0.0,0,0.001496248738900926,0,0.0,0,0.02,0.38552378108909185
1295,5186.0,6509.0,1164.0,0.0025,0,0,0.0,0,0.0020272215618531877,0,0.0,0,0.0,0.38552378108909185
1296,11812.595,7970.995,1357.0,0.0025,0,0,0.0,0,0.0014054349013714316,0,0.0,0,0.0,0.38552378108909185
1297,5264.026,6500.068,1171.5,0.0025,0,0,0.0,0,0.0069526387775574825,0,0.0,0,0.0,0.38552378108909185
1298,11429.841,8653.792,1116.01,0.008,0,0,0.0,0,0.002435632025158483,0,0.0,0,0.0,0.38552378108909185
1299,5325.264,6509.152,1190.0,0.006,0,0,0.0,0,0.00450356296821948,0,0.0,0,0.0,0.38552378108909185
1300,9122.0,6366.0,1390.0,0.0025,0,0,0.0,0,0.010694291731945818,0,0.0,0,0.0,0.38552378108909185
1301,12398.056,9596.601,1406.0,0.008,0,0,0.0,0,5.779784337480964e-06,0,0.0,0,0.01,0.38552378108909185
1302,12070.821,9999.697,1367.0,0.005,0,0,0.0,0,0.00022628027523473435,0,0.0,0,0.01,0.38552378108909185
1303,10977.125,7720.589,1344.0,0.0025,0,0,0.0,0,0.00018212743631729005,0,0.0,0,0.0,0.38552378108909185
1304,10176.204,7722.378,1176.0,0.0025,0,0,0.0,0,0.0006670288974150931,0,0.0,0,0.0,0.38552378108909185
1305,10024.459,7725.949,1171.0,0.0025,0,0,0.0,0,0.001688109714838367,0,0.0,0,0.0,0.38552378108909185
1306,10803.614,9687.717,1408.0,0.005,0,0,0.0,0,0.0027906956730735302,0,0.0,0,0.0,0.38552378108909185
1307,10751.67,9714.179,1408.0,0.006,0,0,0.0,0,0.0011658118187948222,0,0.0,0,0.0,0.38552378108909185
1308,10776.619,9725.142,1409.0,0.005,0,0,0.0,0,0.0010143989267431942,0,0.0,0,0.0,0.38552378108909185
1309,10783.487,9699.401,1406.0,0.005,0,0,0.0,0,0.001054424637338492,0,0.0,0,0.0,0.38552378108909185
1310,10343.0,8772.0,1110.0,0.0025,0,0,0.0,0,0.002326310733659893,0,0.0,0,0.0,0.38552378108909185
1311,10144.0,8642.0,1051.0,0.0025,0,0,0.0,0,0.0007425007920339213,0,0.0,0,0.0,0.38552378108909185
1312,4394.729,7653.401,364.0,0.005,0,0,0.0,0,0.0017609724200560292,0,0.0,0,0.01,0.38552378108909185
1313,11795.463,9115.365,1276.28,0.0025,0,0,0.0,0,0.0009522404930858346,0,0.0,0,0.0,0.38552378108909185
1314,11929.604,9407.668,1288.72,0.0025,0,0,0.0,0,5.023003565017189e-05,0,0.0,0,0.0,0.38552378108909185
1315,5322.408,6513.717,1187.0,0.0025,0,0,0.0,0,0.002803936398743615,0,0.0,0,0.0,0.38552378108909185
1316,8895.97,5503.07,1276.82,0.09,0,0,0.0,0,0.003275707445491478,0,0.0,0,0.0,0.38552378108909185
1317,6199.521,7206.243,1169.099,0.011,0,0,0.0,0,0.005339389547031654,0,0.0,0,0.0,0.38552378108909185
1318,7372.0,6388.0,1268.0,0.0025,0,0,0.0,0,0.0034771030210397533,0,0.0,0,0.0,0.38552378108909185
1319,6278.0,7263.0,1111.0,0.0025,0,0,0.0,0,0.0021323331767937295,0,0.0,0,0.0,0.38552378108909185
1320,10159.0,8676.0,1065.0,0.0025,0,0,0.0,0,0.0008605472519793532,0,0.0,0,0.0,0.38552378108909185
1321,10565.0,9023.0,1212.0,0.0025,0,0,0.0,0,0.0007702614917594034,0,0.0,0,0.0,0.38552378108909185
1322,10581.0,9068.0,1216.0,0.0025,0,0,0.0,0,0.0030062383072775316,0,0.0,0,0.0,0.38552378108909185
1323,10714.0,9146.0,1214.0,0.0025,0,0,0.0,0,0.002474754386057029,0,0.0,0,0.0,0.38552378108909185
1324,12269.916,8235.052,1215.39,0.0025,0,0,0.0,0,0.001169760920266606,0,0.0,0,0.0,0.38552378108909185
1325,9227.545,6670.634,1402.869,0.0025,0,0,0.0,0,0.004344737399598352,0,0.0,0,0.0,0.38552378108909185
1326,8478.0,4706.0,1119.0,0.005,0,0,0.0,0,0.00022911702674058317,0,0.0,0,0.0,0.38552378108909185
1327,5536.363,7110.256,970.0,0.0025,0,0,0.0,0,0.002310685561120011,0,0.0,0,0.0,0.38552378108909185
1328,5218.0,8311.0,370.0,0.0025,0,0,0.2,0,0.0028532796304898936,0,0.06719367588932806,0,0.04,0.38552378108909185
1329,8475.19,5865.56,1353.28,0.0025,0,0,0.0,0,0.006956098069570558,0,0.0,0,0.0,0.38552378108909185
1330,8435.15,5558.05,1340.28,0.0025,0,0,0.0,0,0.004233636570997522,0,0.0,0,0.0,0.38552378108909185
1331,8594.05,6007.62,1433.3,0.0025,0,0,0.0,0,0.005564851891317183,0,0.0,0,0.0,0.38552378108909185
1332,8742.03,5767.08,1420.41,0.0025,0,0,0.0,0,0.00502992179866125,0,0.0,0,0.0,0.38552378108909185
1333,9344.245,6551.274,1420.729,0.005,0,0,0.0,0,0.005680594862583269,0,0.0,0,0.0,0.38552378108909185
1334,9012.0,6404.0,1409.0,0.0025,0,0,0.0,0,0.0032656653011528185,0,0.0,0,0.0,0.38552378108909185
1335,10175.674,8736.307,1089.0,0.005,0,0,0.0,0,0.0013757442524203912,0,0.0,0,0.0,0.38552378108909185
1336,10186.511,8728.796,1107.0,0.0025,0,0,0.0,0,0.0003119113902338119,0,0.0,0,0.01,0.38552378108909185
1337,11927.252,8062.049,1349.0,0.0025,0,0,0.0,0,0.005427296492433767,0,0.0,0,0.01,0.38552378108909185
1338,11905.722,8212.004,1269.0,0.0025,0,0,0.0,0,0.004016195719408036,0,0.0,0,0.0,0.38552378108909185
1339,4944.847,6598.249,1076.0,0.014,0,0,0.0,0,0.008320214160194114,0,0.0,0,0.0,0.38552378108909185
1340,4921.0,6629.0,1051.0,0.007,0,0,0.0,0,0.01012713596335592,0,0.0,0,0.0,0.38552378108909185
1341,6645.372,5139.584,1171.169,0.011,0,0,0.2,0,0.013833899798682388,0,0.0,0,0.0,0.38552378108909185
1342,4587.0,6403.0,1007.0,0.119,1,0,0.2,0,0.041245435078905116,1,1.0,1,0.68,0.38552378108909185
1343,7464.106,5159.966,1417.039,0.0025,0,0,0.0,0,0.0035878510814847664,0,0.0,0,0.0,0.38552378108909185
1344,6895.546,5170.002,1296.379,0.007,0,0,0.0,0,0.0010434245917108076,0,0.0,0,0.0,0.38552378108909185
1345,12091.205,9306.671,1322.09,0.005,0,0,0.0,0,0.000596490354984165,0,0.0,0,0.01,0.38552378108909185
1346,9291.764,6342.348,1418.24,0.0025,0,0,0.0,0,0.002390481949612882,0,0.0,0,0.0,0.38552378108909185
1347,6402.0,7830.0,921.0,0.0025,0,0,0.0,0,0.0034435563807542926,0,0.0,0,0.0,0.38552378108909185
1348,14246.0,950.0,1287.0,0.0025,0,0,0.0,0,0.0004100085611139302,0,0.0,0,0.0,0.38552378108909185
1349,8284.0,6467.0,1415.0,0.0025,0,0,0.0,0,0.003106053602813499,0,0.0,0,0.0,0.38552378108909185
1350,8161.0,6671.0,1421.0,0.0025,0,0,0.0,0,0.003478347939845009,0,0.0,0,0.0,0.38552378108909185
1351,10436.0,8858.0,1150.0,0.007,0,0,0.0,0,0.0006823897094157596,0,0.0,0,0.0,0.38552378108909185
1352,9718.066,3156.91,1463.229,0.0025,0,0,0.0,0,0.003399612202416194,0,0.0,0,0.01,0.38552378108909185
1353,5835.0,6038.0,1232.0,0.0025,0,0,0.0,0,0.001191350987915585,0,0.0,0,0.0,0.38552378108909185
1354,6517.0,8470.0,698.0,0.0025,0,0,0.0,0,0.00020175485986077523,0,0.0,0,0.0,0.38552378108909185
1355,9657.505,3298.599,1483.869,0.0025,0,0,0.0,0,0.004011272464642678,0,0.0,0,0.0,0.38552378108909185
1356,7832.785,5574.106,1399.449,0.0025,0,0,0.2,0,0.02869333475280198,0,0.0,0,0.0,0.38552378108909185
1357,6381.42,6659.103,1352.149,0.0025,0,0,0.2,0,0.017234510048801874,0,0.0,0,0.0,0.38552378108909185
1358,8133.016,5644.055,1448.799,0.0025,0,0,0.0,0,0.004619290087660775,0,0.0,0,0.0,0.38552378108909185
1359,8975.109,6234.498,1437.289,0.0025,0,0,0.0,0,0.004307769093488522,0,0.0,0,0.0,0.38552378108909185
1360,8911.725,6276.022,1470.419,0.0025,0,0,0.0,0,0.0022994543480214383,0,0.0,0,0.0,0.38552378108909185
1361,6025.987,6152.051,1219.529,0.017,0,0,0.0,0,0.009924322559360918,0,0.0,0,0.01,0.38552378108909185
1362,6935.59,8947.851,632.0,0.0025,0,0,0.0,0,0.0030696125177543184,0,0.0,0,0.0,0.38552378108909185
1363,5110.048,6320.006,1292.959,0.007,0,0,0.0,0,0.0024519688422677054,0,0.0,0,0.0,0.38552378108909185
1364,5132.958,6328.05,1292.959,0.0025,0,0,0.0,0,0.00599230412092221,0,0.0,0,0.0,0.38552378108909185
1365,6847.915,6724.651,1337.959,0.0025,0,0,0.0,0,0.0036658900803937062,0,0.0,0,0.0,0.38552378108909185
1366,6428.974,6727.485,1352.149,0.012,0,0,0.0,0,0.01674535264483123,0,0.06719367588932806,0,0.01,0.38552378108909185
1367,10728.797,5871.829,1491.0,0.0025,0,0,0.0,0,0.0011442492453408231,0,0.0,0,0.0,0.38552378108909185
1368,5397.0,6603.0,1143.0,0.0025,0,0,0.0,0,0.0015226658138559803,0,0.0,0,0.0,0.38552378108909185
1369,7755.485,8594.815,823.0,0.0025,0,0,0.0,0,0.0013902798465757493,0,0.0,0,0.0,0.38552378108909185
1370,7288.013,8908.907,685.0,0.0025,0,0,0.0,0,8.187604627448365e-05,0,0.0,0,0.0,0.38552378108909185
1371,6945.164,9331.82,879.0,0.0025,0,0,0.0,0,0.000775626628379128,0,0.0,0,0.0,0.38552378108909185
1372,9593.972,5866.032,1410.489,0.0025,0,0,0.0,0,0.0025341264578002507,0,0.0,0,0.0,0.38552378108909185
1373,8061.978,5620.019,1465.839,0.0025,0,0,0.0,0,0.002192884201937179,0,0.0,0,0.0,0.38552378108909185
1374,9571.97,5812.991,1410.489,0.0025,0,0,0.0,0,0.006965815947881808,0,0.0,0,0.0,0.38552378108909185
1375,8236.987,5962.022,1438.359,0.0025,0,0,0.0,0,0.005749278363097567,0,0.0,0,0.0,0.38552378108909185
1376,10890.816,5852.129,1531.8,0.0025,0,0,0.0,0,0.013009794231499757,0,0.0,0,0.0,0.38552378108909185
1377,5407.242,6350.894,1320.0,0.0025,0,0,0.0,0,0.01161820161157017,0,0.0,0,0.0,0.38552378108909185
1378,5266.486,6328.552,1308.0,0.01,0,0,0.0,0,0.010939761503815214,0,0.0,0,0.0,0.38552378108909185
1379,7610.0,6650.0,1284.0,0.018,0,0,0.0,0,0.0005654997596140944,0,0.0,0,0.0,0.38552378108909185
1380,7564.0,6709.0,1317.0,0.007,0,0,0.0,0,0.0036479677480903004,0,0.0,0,0.0,0.38552378108909185
1381,5422.146,6356.866,1317.0,0.014,0,0,0.0,0,0.017734733596856244,0,0.0,0,0.02,0.38552378108909185
1382,6896.213,8964.498,616.0,0.0025,0,0,0.0,0,0.008511493716976857,0,0.0,0,0.0,0.38552378108909185
1383,5660.019,6728.037,1156.639,0.0025,0,0,0.0,0,0.0020861435013780397,0,0.0,0,0.0,0.38552378108909185
1384,10822.434,5812.74,1528.48,0.009,0,0,0.0,0,0.018235413633938102,0,0.0,0,0.02,0.38552378108909185
1385,8995.996,6265.957,1437.289,0.0025,0,0,0.0,0,0.0030291377286863954,0,0.0,0,0.0,0.38552378108909185
1386,12363.0,6098.0,1477.0,0.0025,0,0,0.0,0,0.0011144491356815,0,0.0,0,0.0,0.38552378108909185
1387,12245.056,6314.937,1438.0,0.0025,0,0,0.0,0,0.0031834357071806956,0,0.0,0,0.0,0.38552378108909185
1388,12250.688,6333.912,1448.0,0.0025,0,0,0.0,0,0.00027968998121875177,0,0.0,0,0.0,0.38552378108909185
1389,12174.954,6368.078,1402.0,0.0025,0,0,0.0,0,0.0013295859994297847,0,0.0,0,0.0,0.38552378108909185
1390,14025.137,9135.838,1368.509,0.01,0,0,0.0,0,0.002124745890163036,0,0.0,0,0.0,0.38552378108909185
1391,6748.0,6734.0,1363.0,0.0025,0,0,0.0,0,0.004218669015302886,0,0.0,0,0.0,0.38552378108909185
1392,6808.0,6730.0,1357.0,0.0025,0,0,0.0,0,0.0017848083287976537,0,0.0,0,0.0,0.38552378108909185
1393,5793.0,5975.0,1197.0,0.0025,0,0,0.0,0,0.0019333699509094895,0,0.0,0,0.0,0.38552378108909185
1394,12229.128,7710.341,1386.0,0.0025,0,0,0.0,0,0.0011110089407535347,0,0.0,0,0.0,0.38552378108909185
1395,5236.634,6403.641,1236.0,0.0025,0,0,0.0,0,0.012795700459907935,0,0.0,0,0.0,0.38552378108909185
1396,5200.0,6440.0,1203.0,0.0025,0,0,0.0,0,0.015718802387335765,0,0.0,0,0.0,0.38552378108909185
1397,6429.0,7311.0,1089.0,0.0025,0,0,0.0,0,0.0019403666616446714,0,0.0,0,0.0,0.38552378108909185
1398,5429.0,6508.0,1235.0,0.0025,0,0,0.0,0,0.0027658650239583706,0,0.0,0,0.0,0.38552378108909185
1399,10736.057,8016.064,1271.95,0.0025,0,0,0.0,0,0.002585866271672823,0,0.0,0,0.0,0.38552378108909185
1400,10469.84,7559.584,1233.0,0.0025,0,0,0.0,0,0.0014422484394672058,0,0.0,0,0.0,0.38552378108909185
1401,10784.418,7619.256,1283.0,0.0025,0,0,0.0,0,0.0008807915187386252,0,0.0,0,0.0,0.38552378108909185
1402,7187.0,6671.0,1289.0,0.0025,0,0,0.0,0,0.0009914685659837134,0,0.0,0,0.0,0.38552378108909185
1403,11283.884,6384.383,1465.95,0.0025,0,0,0.0,0,0.002374107204056652,0,0.0,0,0.0,0.38552378108909185
1404,5636.188,6207.932,1246.0,0.0025,0,0,0.0,0,0.003663553685353817,0,0.0,0,0.0,0.38552378108909185
1405,13560.6,7726.182,1468.89,0.0025,0,0,0.0,0,0.0009741779086108301,0,0.0,0,0.0,0.38552378108909185
1406,13564.38,7700.069,1464.32,0.0025,0,0,0.0,0,0.0010460743866267204,0,0.0,0,0.0,0.38552378108909185
1407,5387.0,6442.0,1265.0,0.0025,0,0,0.0,0,0.002297255109337465,0,0.0,0,0.0,0.38552378108909185
1408,5482.0,6489.0,1245.0,0.014,0,0,0.0,0,0.006051330531219902,0,0.0,0,0.0,0.38552378108909185
1409,5497.623,6490.076,1250.0,0.06,0,0,0.0,0,0.0026721483251833053,0,0.0,0,0.0,0.38552378108909185
1410,12850.0,6553.0,1516.0,0.0025,0,0,0.0,0,0.004095536549110136,0,0.0,0,0.0,0.38552378108909185
1411,5519.347,6483.03,1258.0,0.0025,0,0,0.0,0,0.006640562479036458,0,0.0,0,0.0,0.38552378108909185
1412,5362.457,6464.279,1216.0,0.0025,0,0,0.0,0,0.0008761226347062618,0,0.0,0,0.0,0.38552378108909185
1413,13637.0,7880.0,1442.0,0.0025,0,0,0.0,0,0.00361246826048313,0,0.0,0,0.0,0.38552378108909185
1414,13563.0,7802.0,1468.0,0.0025,0,0,0.0,0,0.0004163871826857931,0,0.0,0,0.01,0.38552378108909185
1415,6283.533,8306.076,651.0,0.0025,0,0,0.0,0,0.009279379287762877,0,0.0,0,0.01,0.38552378108909185
1416,5634.161,6203.318,1244.0,0.0025,0,0,0.0,0,0.007028771267413037,0,0.0,0,0.0,0.38552378108909185
1417,4687.75,7910.0,316.0,0.0025,0,0,0.0,0,0.001731197943190498,0,0.0,0,0.01,0.38552378108909185
1418,13113.212,6577.722,1538.0,0.0025,0,0,0.0,0,0.0003952424971834615,0,0.02702702702702703,0,0.01,0.38552378108909185
1419,5514.8,6481.138,1259.0,0.0025,0,0,0.0,0,0.00694767836507214,0,0.0,0,0.0,0.38552378108909185
1420,7633.0,7377.0,1218.0,0.0025,0,0,0.0,0,0.0034319913236015606,0,0.0,0,0.0,0.38552378108909185
1421,5616.0,6483.0,1292.0,0.029,0,0,0.0,0,0.010958294749525756,0,0.0,0,0.0,0.38552378108909185
1422,7303.975,9180.48,885.98,0.0025,0,0,0.0,0,0.0010305822984401538,0,0.02702702702702703,0,0.0,0.38552378108909185
1423,7313.698,9144.563,881.19,0.01,0,0,0.0,0,6.604724697954089e-05,0,0.0,0,0.0,0.38552378108909185
1424,7174.0,5235.0,1368.0,0.0025,0,0,0.0,0,0.004070882576516438,0,0.0,0,0.0,0.38552378108909185
1425,7214.0,5275.0,1365.0,0.0025,0,0,0.0,0,0.0034115940645204797,0,0.0,0,0.0,0.38552378108909185
1426,9915.388,6636.172,1453.0,0.0025,0,0,0.0,0,0.0020354481054108975,0,0.0,0,0.0,0.38552378108909185
1427,9307.264,6330.462,1427.14,0.0025,0,0,0.0,0,0.0027231334902221203,0,0.0,0,0.0,0.38552378108909185
1428,4916.0,6713.0,1005.0,0.471,1,0,0.4,0,0.026301304913980705,1,0.8888888888888888,1,0.68,0.38552378108909185
1429,5258.0,6370.0,1252.0,0.0025,0,0,0.0,0,0.016827877346565337,0,0.0,0,0.01,0.38552378108909185
1430,5427.85,6359.209,1317.0,0.0025,0,0,0.0,0,0.006557824777554799,0,0.0,0,0.0,0.38552378108909185
1431,4906.796,6463.646,1144.0,0.01,0,0,0.0,0,0.0010858276448196297,0,0.0,0,0.01,0.38552378108909185
1432,5648.0,6381.0,1349.0,0.0025,0,0,0.0,0,0.004691005960819522,0,0.0,0,0.0,0.38552378108909185
1433,9962.632,6620.384,1473.0,0.0025,0,0,0.0,0,0.003010329356221352,0,0.0,0,0.0,0.38552378108909185
1434,8187.557,5576.832,1467.0,0.0025,0,0,0.0,0,0.002127528042324953,0,0.0,0,0.0,0.38552378108909185
1435,7969.405,9071.236,1033.0,0.0025,0,0,0.0,0,0.02008795260269415,0,0.0,0,0.0,0.38552378108909185
1436,9944.644,6620.537,1462.0,0.0025,0,0,0.0,0,0.0027066868988655773,0,0.0,0,0.0,0.38552378108909185
1437,8118.083,8580.602,933.22,0.0025,0,0,0.0,0,0.006599350418085683,0,0.0,0,0.02,0.38552378108909185
1438,7634.055,9150.665,936.0,0.0025,0,0,0.0,0,0.025236116682423242,0,0.0,0,0.0,0.38552378108909185
1439,7413.037,9176.006,930.3,0.005,0,0,0.0,0,0.08880579100652487,0,0.0,0,0.01,0.38552378108909185
1440,8019.0,6444.007,1381.939,0.0025,0,0,0.0,0,0.006578265375153611,0,0.0,0,0.0,0.38552378108909185
1441,7983.017,6489.989,1381.939,0.0025,0,0,0.0,0,0.0027431640619172424,0,0.0,0,0.0,0.38552378108909185
1442,3970.725,6290.229,626.0,0.005,0,0,0.0,0,0.008583359176354268,0,0.02702702702702703,0,0.04,0.38552378108909185
1443,8500.269,5902.138,1436.569,0.0025,0,0,0.0,0,0.0037041273228576805,0,0.0,0,0.0,0.38552378108909185
