East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au
14483.634,9478.922,1422.489,0.029,0.319,7.17,245.29,699.53,1.19,0.21,2.89,0.6,36.21,11.65,7.82,14.57,11.68,3.86,18.17,0.08,0.71,2.48,16.54,0.99,941.57,1.74,1.92,6.17,3.43,517.58,34.24,102.32,0.001,0.13,11.5,12.05,0.5,1.54,266.88,0.59,0.025,13.53,0.33,1.02,2.63,95.08,1.68,23.02,132.88,16.81,0
14248.236,9077.789,1385.149,0.009,0.091,5.86,43.27,81.15,0.71,0.05,1.13,0.35,9.73,3.38,12.61,3.84,0.93,1.98,17.49,0.025,0.61,0.81,5.11,1.35,657.96,0.91,0.37,3.82,2.24,713.67,10.03,80.9,0.001,0.02,13.37,12.37,0.5,2.42,89.45,0.37,0.025,6.44,0.27,0.69,0.82,109.7,0.81,11.54,28.06,17.7,0
14025.137,9135.838,1368.509,0.01,0.058,7.77,10.91,608.67,1.18,0.05,3.56,0.08,37.12,15.1,9.86,8.33,13.64,4.82,18.23,0.11,1.81,1.48,18.39,1.48,975.25,2.21,1.97,6.86,2.76,711.21,10.52,63.49,0.001,0.01,3.86,16.18,0.5,1.42,352.43,0.51,0.025,8.07,0.39,0.54,1.58,118.04,0.97,20.56,73.2,52.62,0
15934.444,9106.715,1395.149,0.042,0.634,8.88,23.88,435.07,1.13,0.21,2.97,0.38,40.39,12.15,10.49,5.77,214.76,4.98,18.06,0.1,0.5,1.95,16.8,1.49,690.86,2.47,2.6,6.2,3.07,722.8,14.11,88.92,0.001,0.01,6.82,15.84,1.04,3.1,328.34,0.55,0.025,9.12,0.42,0.82,1.58,133.99,1.22,21.23,114.94,11.37,0
15961.376,9122.193,1395.149,0.013,0.265,7.91,18.73,424.33,1.14,0.42,2.67,0.3,34.86,12.27,11.0,7.15,119.06,5.13,18.16,0.12,0.48,1.38,14.76,1.44,647.73,2.17,2.07,6.32,2.58,696.42,13.96,68.18,0.002,0.01,7.72,15.32,1.01,8.91,348.75,0.52,0.025,7.17,0.45,0.84,1.61,134.4,1.26,22.4,109.78,13.91,0
16047.285,9179.101,1375.689,0.046,11.634,6.78,427.44,140.19,1.4,1052.52,0.74,0.39,24.1,6.69,23.38,2.31,398.69,5.2,16.08,0.05,0.32,0.51,12.69,1.46,359.48,43.95,0.6,3.8,2.62,596.68,262.89,36.43,0.009,0.08,71.44,14.27,4.52,27.82,124.55,0.34,2.626,7.42,0.3,0.36,1.93,88.51,8.17,13.76,84.36,8.26,0
16242.11,9301.554,1357.729,0.033,13.188,7.93,675.83,130.92,1.78,74.0,0.28,0.32,42.26,3.77,26.23,7.14,174.89,5.09,19.8,0.025,0.59,1.45,19.42,1.03,493.25,12.8,0.35,6.74,1.77,581.52,858.15,124.24,0.002,0.05,48.13,15.25,1.95,51.74,107.23,0.48,0.43,10.42,0.34,1.32,1.92,98.96,10.09,14.56,282.16,19.11,0
15213.821,8954.097,1392.959,0.007,0.072,6.52,7.16,585.06,1.55,0.29,0.39,0.16,73.86,1.31,5.42,11.19,3.57,1.44,13.31,0.08,4.93,3.33,39.22,0.06,259.02,0.5,1.85,12.06,4.84,72.71,16.79,151.09,0.001,0.005,20.46,3.67,0.5,3.01,34.02,1.09,0.025,25.46,0.09,0.95,6.3,3.8,1.21,30.05,27.16,153.1,0
15215.853,8958.177,1392.959,0.008,0.084,8.42,29.6,422.61,1.22,1.37,3.2,0.14,30.2,21.82,7.18,7.07,31.76,4.52,17.98,0.09,1.34,1.39,14.68,1.74,951.55,0.64,2.92,6.84,5.19,838.3,10.57,78.49,0.001,0.01,7.62,15.39,0.5,1.53,427.91,0.51,0.062,5.59,0.47,0.48,1.11,126.82,0.91,18.64,64.5,42.3,0
14986.584,9037.492,1378.789,0.02,1.445,7.67,88.8,361.64,1.26,2.34,0.17,0.05,8.86,3.12,5.92,2.72,3.08,3.49,21.25,0.025,0.73,2.37,3.6,1.31,94.96,3.7,0.3,5.54,0.86,226.25,21.96,85.02,0.001,1.12,24.39,16.35,2.96,6.91,49.25,0.48,1.198,5.25,0.34,0.73,1.08,139.75,3.69,8.63,21.13,17.53,0
14323.775,8943.012,1435.429,0.0025,0.063,6.91,4.88,82.36,1.21,0.06,3.75,0.01,17.53,3.81,6.94,4.19,1.37,1.07,16.59,0.08,0.74,0.59,9.06,1.09,428.19,0.63,2.85,5.0,2.03,779.63,4.25,38.33,0.001,0.01,5.03,12.93,0.5,1.82,168.5,0.37,0.025,5.17,0.28,0.54,0.84,108.56,0.83,16.8,18.69,21.23,0
14297.813,8945.08,1479.419,0.0025,0.055,6.0,81.85,90.9,0.82,0.18,1.84,0.05,9.05,2.73,9.57,3.84,1.57,1.96,17.75,0.05,0.6,1.03,3.97,1.23,871.78,0.62,0.4,4.39,2.49,603.56,3.05,101.88,0.001,0.04,11.09,14.65,0.5,2.31,93.16,0.39,0.025,6.77,0.27,0.95,1.04,96.63,1.02,11.76,13.57,18.79,0
12448.019,9465.28,1366.139,0.246,8.567,3.93,1606.83,27.32,0.84,32.5,0.19,0.01,8.6,0.46,41.39,0.26,60.33,3.69,10.19,0.025,0.21,0.04,4.62,0.74,88.57,0.76,0.33,2.56,3.14,227.13,1404.56,1.25,0.001,0.04,100.25,6.12,1.94,43.0,76.25,0.17,0.263,3.31,0.17,0.05,0.77,50.34,15.84,14.23,14.22,6.47,1
6330.809,8106.534,769.0,0.024,2.141,4.6,36.04,515.55,0.62,0.38,0.03,0.09,15.26,3.07,18.31,6.42,7.03,1.91,6.28,0.025,1.16,1.89,7.26,0.14,121.35,19.49,0.04,1.66,2.23,328.81,30.77,120.21,0.001,0.01,22.34,4.1,1.01,0.8,9.37,0.15,0.087,2.86,0.1,1.28,0.94,23.05,0.54,4.53,25.29,49.5,0
6331.199,8106.937,769.0,0.0025,0.388,6.74,12.31,545.36,0.78,0.05,0.13,0.15,39.93,8.77,26.06,5.46,4.77,2.95,12.54,0.05,3.01,2.23,18.14,0.49,349.33,0.46,0.91,5.31,5.13,550.21,10.58,157.28,0.001,0.01,6.78,13.67,0.5,1.67,42.73,0.45,0.025,6.31,0.38,1.19,2.36,97.2,3.43,14.77,70.82,110.55,0
6323.518,8116.386,757.0,0.0025,1.091,2.31,14.49,226.29,0.31,0.13,0.03,0.05,5.93,1.47,19.2,3.35,6.15,0.8,2.84,0.025,0.68,0.95,3.55,0.08,75.79,2.9,0.03,1.2,1.27,116.8,12.1,62.11,0.001,0.01,9.45,2.56,0.5,0.48,7.31,0.1,0.025,1.94,0.08,0.77,0.63,15.18,0.58,2.33,19.57,27.52,0
6314.459,8125.515,757.0,0.006,1.9,1.59,20.05,147.35,0.22,0.08,0.05,0.05,5.63,1.29,22.07,3.32,11.09,0.73,3.17,0.025,0.53,0.68,2.75,0.05,120.54,1.21,0.02,0.96,1.28,113.81,21.75,50.11,0.001,0.01,10.4,2.09,0.5,0.43,6.41,0.08,0.025,1.31,0.06,0.54,0.48,17.3,0.62,1.89,11.97,16.29,0
6296.624,8160.62,738.0,0.017,0.749,3.5,41.75,191.62,0.37,0.15,0.03,0.05,14.92,2.25,15.43,5.51,6.54,1.28,4.92,0.025,1.14,1.47,8.66,0.12,120.88,2.84,0.03,2.02,1.98,186.36,30.57,103.86,0.001,0.01,9.37,3.89,0.5,0.74,7.13,0.18,0.064,3.27,0.13,0.94,0.94,32.11,1.29,4.12,30.02,46.79,0
6277.041,8190.147,727.0,0.012,1.726,2.69,64.72,122.46,0.47,0.08,0.1,0.06,10.46,4.8,19.01,3.93,10.36,1.92,5.22,0.025,0.93,1.07,4.27,0.15,497.54,4.08,0.03,1.75,2.84,151.82,18.51,71.57,0.001,0.01,8.33,3.45,0.5,0.62,7.91,0.11,0.085,2.13,0.12,0.71,0.63,32.49,1.71,4.11,28.36,36.32,0
6269.458,8200.522,731.0,0.0025,0.483,3.65,21.96,244.7,0.44,0.06,0.03,0.05,9.26,2.55,11.92,4.44,4.75,1.19,5.28,0.025,0.92,1.52,4.7,0.15,252.15,1.04,0.04,1.73,1.94,161.78,7.34,90.81,0.001,0.005,5.63,3.58,0.5,0.54,8.77,0.13,0.025,2.61,0.12,0.95,0.76,32.55,1.28,3.61,28.25,33.01,0
6268.728,8201.253,730.0,0.018,3.565,5.36,121.87,356.43,0.63,0.14,0.02,0.07,22.59,2.3,17.78,7.74,8.02,2.3,12.49,0.025,2.08,2.38,11.79,0.17,277.71,26.75,0.07,4.15,1.71,330.59,376.81,152.81,0.001,0.01,13.55,8.49,1.0,1.26,14.6,0.29,0.109,4.9,0.25,1.45,2.17,70.34,2.71,8.27,34.11,82.44,0
6268.254,8201.132,730.0,0.007,0.572,7.43,31.32,568.42,1.04,0.09,0.18,0.71,47.36,8.64,23.68,9.67,11.1,2.65,21.22,0.07,2.76,3.01,25.12,0.48,797.01,2.48,0.55,7.99,6.82,571.87,16.15,223.87,0.001,0.01,4.45,14.03,0.5,2.05,26.7,0.58,0.053,9.01,0.42,1.89,3.74,114.56,4.19,20.0,82.15,114.34,0
6361.0,9036.0,564.0,0.0025,0.074,1.07,1.07,148.82,0.29,0.005,0.41,0.26,4.1,4.67,37.29,1.64,12.83,1.35,2.83,0.025,0.19,0.17,1.93,0.39,332.07,0.24,0.03,1.92,9.8,56.44,7.39,7.67,0.001,0.005,1.28,2.82,0.5,0.21,38.94,0.06,0.025,0.33,0.06,0.1,0.2,17.46,0.3,2.62,19.66,13.08,0
6397.0,9029.0,565.0,0.0025,0.005,0.54,2.72,60.04,0.17,0.005,33.42,0.05,8.53,1.46,12.1,1.13,10.86,0.96,1.16,0.06,0.18,0.1,5.34,0.13,7060.92,0.05,0.02,0.39,5.75,78.02,1.87,5.32,0.001,0.005,4.0,8.38,1.0,0.1,229.94,0.025,0.025,0.22,0.03,0.09,0.1,14.88,0.48,16.14,4.62,4.42,0
6411.0,8998.0,553.0,0.0025,0.11,0.54,0.57,106.03,0.07,0.05,0.68,0.55,2.35,2.25,40.27,0.53,51.65,0.7,1.63,0.025,0.21,0.1,1.22,0.45,399.24,0.27,0.01,0.59,4.2,233.48,1.96,4.34,0.001,0.005,1.89,0.63,0.5,0.22,13.1,0.025,0.025,0.34,0.03,0.05,0.29,20.91,0.2,1.14,53.2,5.79,0
6585.25,8214.579,819.0,0.271,120.822,6.81,144.33,513.92,0.98,0.18,0.05,0.25,33.43,11.25,21.98,5.42,242.2,4.67,14.73,0.08,2.02,2.17,15.8,0.27,735.66,31.21,0.74,5.37,3.61,602.77,632.89,160.0,0.001,0.02,20.37,9.61,3.15,2.37,46.39,0.35,0.162,5.95,0.31,1.46,1.83,99.81,1.9,9.22,113.52,83.66,1
6555.308,8188.868,802.0,1.751,175.126,2.5,562.62,139.74,0.27,0.38,0.03,0.37,16.05,2.1,14.47,2.48,288.91,5.28,5.51,0.025,0.63,1.02,7.48,0.07,94.2,6.26,0.08,1.2,1.76,239.66,1262.58,68.52,0.001,0.03,31.39,2.76,1.0,1.27,6.31,0.09,0.15,1.56,0.08,0.83,0.45,31.02,0.54,2.23,244.48,21.74,1
6486.056,8346.481,736.0,0.106,4.644,3.24,254.37,288.83,0.55,0.2,0.04,0.24,13.29,14.89,25.14,3.84,64.5,6.08,8.52,0.025,0.82,1.43,7.28,0.2,180.67,49.12,0.07,1.45,8.09,434.41,58.33,103.69,0.001,0.19,15.44,6.52,1.0,1.65,9.0,0.09,0.148,1.21,0.18,1.25,0.38,67.06,1.1,7.74,19.81,28.88,1
6509.909,8350.544,743.0,0.0025,0.085,2.71,2.57,229.07,0.38,0.005,0.005,0.07,4.49,1.13,13.52,3.62,1.45,0.7,5.46,0.025,0.19,1.03,1.17,0.11,826.8,0.28,0.04,0.33,0.94,71.97,2.97,73.7,0.001,0.005,5.79,1.44,0.5,0.55,5.56,0.025,0.025,0.55,0.02,1.06,0.1,25.01,0.1,1.05,8.15,6.27,0
6482.379,8362.637,730.0,0.018,0.262,4.72,33.73,369.29,0.63,0.05,0.19,0.05,54.37,3.73,9.95,3.69,4.61,2.55,11.5,0.08,2.26,2.03,26.58,0.49,697.76,0.17,0.07,7.28,1.56,985.61,28.64,146.45,0.001,0.005,2.81,10.63,0.5,2.41,9.23,0.52,0.025,6.17,0.34,1.61,1.13,40.82,2.16,15.77,46.26,84.19,0
6467.292,8361.484,729.0,0.025,1.184,5.14,118.93,704.14,0.98,0.05,0.04,0.05,22.29,2.11,6.02,5.73,57.01,8.75,16.54,0.05,1.37,2.41,13.57,0.25,74.63,2.25,0.11,8.47,0.81,1022.18,102.14,143.17,0.001,0.04,3.66,11.72,4.21,0.75,22.74,0.58,0.092,4.21,0.3,0.96,1.02,51.15,1.54,6.92,18.6,32.9,0
6460.375,8364.004,728.0,0.013,1.134,7.06,147.71,700.04,1.15,0.05,0.06,0.05,34.08,1.86,6.11,7.2,45.8,9.14,16.31,0.06,1.02,2.61,22.22,0.22,91.4,3.82,0.18,10.2,0.92,1369.61,58.81,169.55,0.001,0.03,5.05,11.39,1.04,0.82,36.7,0.6,0.05,5.99,0.33,1.27,1.22,46.37,1.97,7.34,20.97,47.47,0
6428.0,8316.0,711.0,0.028,2.399,5.86,136.75,507.7,1.22,0.05,0.01,0.05,33.18,1.0,6.32,8.88,7.78,4.26,17.93,0.07,2.42,2.95,22.25,0.23,76.42,13.97,0.05,9.69,0.51,743.86,30.22,160.49,0.001,0.05,12.73,13.27,1.0,1.42,10.22,0.58,0.025,4.48,0.35,1.29,1.12,52.62,3.01,8.37,18.04,197.75,0
6495.463,8452.627,700.0,0.067,0.659,6.52,88.54,632.63,0.96,0.08,0.49,0.29,46.41,12.58,9.18,7.68,17.65,3.98,13.83,0.08,3.16,2.65,19.44,0.55,1726.33,1.18,0.08,5.06,2.91,912.93,43.18,174.78,0.001,0.05,12.7,8.74,0.5,3.49,18.52,0.31,0.025,5.06,0.26,2.22,1.52,79.78,1.63,23.12,90.83,167.73,0
6517.0,8470.0,698.0,0.0025,0.138,9.33,1.03,381.53,0.99,0.1,0.7,0.22,56.46,17.26,12.66,3.92,30.28,4.65,17.43,0.1,1.98,1.27,25.92,0.81,930.42,0.19,3.49,11.14,6.54,1110.26,14.4,65.46,0.001,0.005,1.1,12.83,0.5,1.54,221.92,0.66,0.025,4.53,0.45,0.43,1.31,240.19,1.13,23.45,92.9,71.45,0
6562.195,8529.096,667.0,0.0025,0.065,5.56,0.65,583.34,1.9,0.05,0.56,0.05,23.23,5.47,12.15,11.08,6.38,3.01,15.98,0.06,2.08,2.18,13.88,0.32,316.67,0.2,0.6,7.81,1.79,489.28,6.8,114.03,0.001,0.005,1.84,7.65,0.5,1.38,60.87,0.54,0.025,4.68,0.26,0.83,1.42,41.39,1.1,15.85,46.15,85.7,0
6525.656,8558.077,627.0,0.0025,0.14,5.83,1.6,363.53,0.96,0.05,0.21,0.09,24.42,37.29,13.44,8.13,24.09,5.09,13.64,0.07,1.72,1.35,12.76,0.59,678.09,0.48,0.76,5.34,13.8,349.33,5.35,73.84,0.001,0.005,2.0,10.16,0.5,1.07,59.89,0.37,0.025,3.49,0.33,0.61,1.21,114.37,1.13,13.33,76.89,71.03,0
8243.0,8411.0,923.0,0.0025,0.005,1.45,0.47,142.79,0.13,0.005,0.09,0.05,0.97,1.97,14.48,1.44,5.51,0.81,4.76,0.025,0.49,0.53,0.25,0.2,125.83,0.17,0.02,0.76,1.87,84.51,0.63,19.18,0.001,0.005,0.17,4.44,0.5,0.3,24.78,0.05,0.025,0.91,0.05,0.11,0.1,37.75,0.11,2.06,19.04,13.15,0
6878.0,7953.0,955.0,0.82,0.922,0.55,6.29,46.3,0.17,0.005,21.07,0.05,2.05,0.72,5.89,1.37,5.89,0.34,1.23,0.025,0.11,0.19,1.54,0.04,761.45,0.14,0.02,0.22,0.53,50.73,1.47,12.28,0.001,0.005,8.89,0.75,0.5,0.2,216.94,0.025,0.025,0.08,0.01,0.14,0.05,24.32,0.1,1.28,7.52,3.07,1
6892.0,7999.0,929.0,0.017,0.243,1.81,6.77,148.29,0.29,0.05,8.96,0.08,5.72,3.69,11.35,2.78,2.83,1.33,4.33,0.025,0.48,0.54,3.41,0.36,992.23,0.5,0.02,1.13,2.16,204.59,6.03,39.5,0.001,0.005,14.86,3.37,0.5,0.28,120.08,0.06,0.025,0.66,0.09,0.44,0.22,41.33,0.46,3.49,19.58,17.66,0
7416.0,9167.0,948.0,0.0025,0.141,8.27,12.03,146.84,0.4,0.05,3.85,0.37,23.16,21.38,46.03,2.42,8.55,4.97,13.6,0.16,1.35,0.59,10.86,2.34,900.99,2.68,2.66,3.02,13.54,742.31,10.34,28.55,0.001,0.05,4.25,20.71,0.5,0.65,168.31,0.22,0.025,2.24,0.41,0.14,0.61,185.67,0.72,15.48,77.49,49.39,0
7403.0,9151.0,932.0,0.0025,7.251,2.08,0.83,79.88,0.14,0.05,11.49,0.43,5.95,6.56,12.99,1.37,957.2,2.11,4.27,0.025,0.4,0.23,2.64,0.9,1135.12,0.21,0.4,0.66,6.48,187.05,1.43,9.29,0.001,0.005,3.64,5.49,0.5,0.32,156.28,0.05,0.025,0.56,0.1,0.08,0.2,47.25,0.11,5.92,56.79,13.92,0
6357.364,8528.587,619.0,0.0025,0.23,6.19,0.27,1033.08,1.74,0.26,0.61,0.06,37.25,3.22,8.79,6.05,10.9,2.13,13.02,0.07,2.71,2.41,19.91,0.64,372.52,0.1,0.21,8.87,4.33,278.11,21.43,143.58,0.001,0.005,1.49,4.28,0.5,2.15,30.98,0.72,0.025,8.59,0.09,1.05,2.32,17.04,0.54,16.78,79.11,87.5,0
6360.437,8526.132,621.0,0.0025,0.101,8.12,1.3,1002.23,2.18,0.06,0.27,0.07,58.51,1.29,2.99,7.34,4.05,1.78,19.36,0.09,2.96,2.37,28.84,0.49,390.31,0.38,1.66,16.03,0.77,267.85,11.55,126.66,0.001,0.005,0.96,3.56,0.5,3.43,147.89,1.03,0.025,14.12,0.05,1.04,3.42,5.07,0.28,17.97,57.9,100.01,0
6358.081,8524.675,620.0,0.0025,0.057,5.72,0.1,533.97,1.65,0.12,1.05,0.16,43.84,0.8,5.66,2.34,1.86,1.19,15.58,0.08,2.65,1.58,27.82,0.56,566.1,0.56,2.12,12.03,0.94,208.79,32.11,83.95,0.001,0.005,0.6,2.04,0.5,2.32,156.38,0.82,0.025,10.82,0.04,0.63,2.72,2.14,0.27,19.99,57.66,84.13,0
6343.723,8516.412,617.0,0.0025,0.175,6.24,0.67,727.89,2.11,0.32,1.06,0.16,42.93,1.39,4.01,5.52,3.9,1.74,15.66,0.06,3.06,2.21,20.36,0.64,585.24,0.4,0.97,11.62,1.11,199.22,35.13,145.35,0.001,0.005,1.04,2.66,0.5,2.55,80.96,0.83,0.025,9.05,0.06,1.09,2.57,6.95,0.42,17.96,73.92,77.4,0
6329.307,8505.809,614.0,0.0025,0.12,6.24,0.32,504.26,1.82,0.22,0.87,0.11,40.93,1.26,4.54,5.2,1.94,1.65,16.65,0.07,2.27,2.15,22.79,0.92,592.8,0.38,1.13,11.33,1.09,218.87,22.08,125.35,0.001,0.005,0.71,2.49,0.5,2.31,104.56,0.83,0.025,10.11,0.06,0.86,2.26,6.07,0.41,16.17,68.93,66.72,0
6327.073,8514.711,617.0,0.0025,0.149,6.23,0.33,294.18,0.97,0.17,0.21,0.05,43.83,1.37,6.49,1.85,4.27,1.13,9.62,0.05,2.3,0.9,26.61,0.35,345.29,0.15,3.02,10.83,1.3,219.9,29.17,72.98,0.001,0.005,0.6,2.08,0.5,2.13,234.52,0.92,0.025,12.2,0.04,0.43,2.59,7.23,0.2,12.52,39.62,59.5,0
6769.0,8253.0,800.0,0.051,0.899,6.48,128.62,486.97,0.7,0.05,0.08,0.07,14.86,4.38,19.15,7.14,5.58,4.27,16.11,0.025,2.01,2.57,7.11,0.4,382.83,1.7,0.23,4.34,1.58,640.46,23.58,171.36,0.001,0.02,5.9,12.16,0.5,1.39,17.27,0.34,0.193,5.29,0.39,1.44,1.38,104.66,3.93,9.48,33.49,67.33,0
5300.192,8533.699,486.0,2.476,565.201,1.48,11000.0,129.4,0.34,0.16,0.01,1.42,18.32,0.28,18.81,1.37,221.66,3.05,4.18,0.05,0.52,0.5,7.84,0.03,38.72,0.9,0.03,2.36,1.81,380.04,1837.17,34.43,0.001,0.36,842.26,4.24,1.06,1.38,30.0,0.15,0.025,2.34,0.08,0.47,0.81,17.23,1.9,2.35,57.82,15.17,1
6842.361,7921.866,970.0,0.183,0.257,1.05,5.43,64.59,0.24,0.005,9.3,0.05,2.43,0.86,12.26,1.85,2.34,0.53,1.69,0.025,0.1,0.43,1.36,0.08,413.38,0.28,0.02,0.27,0.96,60.52,1.93,29.46,0.001,0.005,13.79,1.03,0.5,0.2,92.77,0.025,0.025,0.22,0.02,0.26,0.2,20.91,0.19,1.01,8.05,3.63,1
6839.058,7919.794,968.0,0.078,0.883,1.52,7.43,108.04,0.28,0.05,21.66,0.11,8.92,2.8,7.11,2.35,4.57,1.18,2.98,0.025,0.31,0.46,5.35,0.32,1596.11,1.02,0.03,0.82,1.96,156.64,4.55,36.0,0.001,0.005,8.98,3.14,0.5,0.2,332.16,0.05,0.025,0.58,0.07,0.35,0.29,29.44,0.59,4.44,18.61,13.74,0
6846.961,7923.449,968.0,0.422,0.327,1.32,6.78,102.96,0.27,0.05,14.09,0.05,6.3,1.59,8.79,2.04,4.76,0.74,2.51,0.025,0.18,0.51,3.38,0.19,1149.13,0.23,0.02,0.63,1.53,134.46,2.23,43.3,0.001,0.005,15.24,2.49,0.5,0.21,162.98,0.025,0.025,0.54,0.05,0.38,0.19,23.72,0.46,3.37,11.46,9.11,1
6836.096,7897.925,985.0,0.013,0.426,0.47,4.87,41.7,0.12,0.005,29.24,0.07,7.56,1.11,2.87,0.74,13.42,0.38,1.05,0.025,0.1,0.2,5.01,0.08,1885.2,0.21,0.02,0.28,0.4,60.72,3.23,13.54,0.001,0.005,4.36,1.25,0.5,0.1,394.34,0.025,0.025,0.22,0.03,0.11,0.18,7.94,0.2,4.71,7.32,4.24,0
6866.0,7805.0,1027.0,0.008,1.163,1.91,14.61,102.93,0.34,0.05,9.08,0.49,10.73,3.13,10.56,2.51,13.94,1.2,3.92,0.025,0.5,0.71,5.17,0.32,1452.93,0.51,0.02,0.95,2.27,191.55,8.05,48.71,0.001,0.005,31.6,3.59,0.5,0.29,112.15,0.07,0.43,0.71,0.08,0.43,0.43,26.75,0.87,6.51,58.44,15.5,0
6766.0,7761.0,1053.0,0.693,2.099,1.42,20.55,54.96,0.27,0.05,3.92,1.71,4.86,5.82,11.18,2.26,21.03,2.22,3.43,0.14,0.22,0.22,2.92,0.56,1759.92,4.33,0.02,0.38,6.22,122.89,127.74,18.41,0.001,0.01,24.69,1.87,0.5,0.21,35.43,0.025,0.025,0.37,0.04,0.19,0.1,42.64,0.19,2.27,284.53,6.67,1
6777.825,7997.316,955.0,0.182,0.481,3.85,2.41,174.09,0.3,0.08,0.26,0.11,11.91,4.98,24.09,4.46,17.85,2.31,5.89,0.025,0.93,1.03,6.1,0.48,444.48,0.26,0.48,2.28,5.99,397.04,8.65,92.53,0.001,0.005,9.29,5.78,0.5,0.61,38.62,0.15,0.025,2.2,0.19,0.77,0.58,41.65,1.19,4.82,75.63,40.05,1
6757.469,8011.793,945.0,0.005,1.932,5.6,9.42,847.4,0.57,0.05,1.16,1.49,22.37,10.38,14.92,7.15,44.06,3.55,12.91,0.05,1.96,2.68,10.9,1.2,1428.44,0.6,1.09,3.63,3.01,534.46,23.91,162.31,0.001,0.005,6.47,13.8,0.5,0.82,195.7,0.25,0.025,3.61,0.34,2.05,1.18,92.19,1.46,15.53,123.51,73.66,0
5830.552,8239.037,696.0,0.005,0.835,1.9,38.8,128.48,0.39,0.07,0.03,0.08,8.66,1.88,25.29,2.08,37.39,1.56,3.89,0.025,0.93,0.82,4.56,0.09,120.34,6.78,0.03,1.81,2.01,129.9,16.74,69.65,0.001,0.005,6.74,3.25,0.5,0.46,5.02,0.13,0.025,2.76,0.09,0.67,0.98,22.5,1.04,3.63,22.09,32.33,0
5795.033,8225.54,685.0,0.019,0.619,2.31,60.16,150.18,0.35,0.05,0.02,0.05,9.47,0.85,21.37,2.16,3.73,1.54,4.73,0.025,0.97,0.98,4.45,0.1,91.34,2.81,0.03,1.99,1.15,250.56,75.79,88.34,0.001,0.005,8.45,3.35,0.5,1.09,4.26,0.13,0.025,2.89,0.11,1.0,0.8,24.86,1.03,3.29,34.49,34.86,0
5521.08,8370.677,586.0,0.007,13.824,1.56,41.28,126.54,0.3,0.05,0.05,0.11,18.13,1.63,18.82,1.66,62.18,1.13,3.33,0.025,0.61,0.74,9.82,0.07,585.57,9.99,0.02,0.88,0.94,268.07,362.83,58.75,0.001,0.005,30.11,2.13,0.5,3.53,4.21,0.08,0.025,1.16,0.06,0.45,0.45,27.09,0.68,2.32,57.96,20.41,0
5432.275,8355.507,561.0,0.0025,0.136,4.87,16.47,522.91,0.64,0.05,0.1,0.05,24.21,7.35,18.01,4.62,3.39,3.42,11.88,0.025,1.87,2.2,11.08,0.45,1742.85,0.41,0.04,3.87,2.24,453.68,8.35,171.03,0.001,0.005,2.09,8.83,0.5,1.71,8.83,0.3,0.025,5.71,0.25,1.85,1.14,61.86,1.48,6.7,27.16,95.67,0
5430.223,8352.772,559.0,0.0025,0.199,8.11,21.76,649.26,1.03,0.05,0.13,0.15,35.29,9.5,20.84,11.09,5.2,4.18,20.4,0.06,3.51,3.72,14.7,0.5,1435.68,0.64,0.07,7.01,2.85,874.66,23.29,268.25,0.001,0.005,3.86,14.68,0.5,3.4,12.82,0.49,0.025,8.94,0.41,2.25,2.9,127.88,3.12,12.99,59.31,142.98,0
5429.87,8352.753,559.0,0.02,0.739,7.4,174.36,505.85,1.2,0.05,0.11,0.11,43.85,9.11,18.99,15.11,9.89,3.64,19.32,0.08,3.49,4.1,20.27,0.24,1056.51,2.12,0.08,7.03,2.84,747.66,21.06,306.06,0.001,0.005,25.22,13.99,0.5,30.1,13.25,0.45,0.065,9.22,0.38,2.57,2.54,116.79,4.43,16.56,71.37,98.15,0
5445.411,8326.43,557.0,0.0025,0.22,0.44,2.73,40.77,0.11,0.05,0.01,0.05,3.09,1.71,29.7,1.8,4.72,0.75,1.15,0.025,0.1,0.11,0.98,0.06,368.35,0.3,0.03,0.19,1.35,36.32,4.76,8.1,0.001,0.005,1.58,0.64,0.5,0.27,3.25,0.025,0.025,0.3,0.01,0.09,0.31,41.55,0.21,0.66,21.4,2.93,0
5455.559,8296.044,540.0,0.044,0.766,2.34,58.09,164.46,0.36,0.05,0.06,0.09,9.01,6.06,50.05,3.1,6.76,2.29,4.44,0.025,0.65,1.0,4.05,0.15,1524.62,5.28,0.02,1.27,2.26,193.88,14.11,77.06,0.001,0.33,5.69,2.51,0.5,1.29,7.49,0.09,0.025,2.16,0.07,0.77,0.61,17.76,0.97,3.98,16.09,22.2,0
