Codigo,East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
MUESTRA0389,6080,8427,566,0.043,0.54,3.8,92.79,197.38,0.48,0.07,0.07,0.07,19.33,5.36,18.89,4.46,4.33,2.14,8.32,<0.05,2.02,1.28,9.97,0.29,761.99,3.83,0.06,3.34,2.13,375.64,47.38,118.61,<0.002,<0.01,12.54,6.34,<1,1.01,8.96,0.24,<0.05,4.49,0.22,1.1,1.01,44.77,2.5,6.86,37.25,53.92
MUESTRA0390,6072,8449,564,0.012,0.303,3.38,28.64,154.11,0.44,0.05,0.06,0.05,13.07,3.6,15.05,3.61,4.57,1.86,6.92,<0.05,1.23,1.35,7.38,0.29,558.1,1.18,0.06,2.47,1.76,363.59,10.91,88.51,<0.002,<0.01,8.27,4.64,<1,0.91,10.79,0.17,<0.05,3.25,0.16,0.99,0.82,40.5,2.03,5.55,32.21,48.56
MUESTRA0391,5941,8500,510,<0.005,0.107,2.84,18.06,167.82,0.38,0.05,0.05,0.05,13.52,2.49,21.42,3.47,4.42,1.45,4.56,<0.05,1.17,1.01,6.72,0.19,271.98,0.85,0.04,2.14,1.44,345.01,12.94,76.82,<0.002,<0.01,5.84,3.64,<1,0.53,11.29,0.13,<0.05,2.86,0.13,0.54,0.56,35.7,2.17,3.6,25.95,71.61
MUESTRA0392,5931,8505,504,<0.005,0.21,5.14,17.05,291.92,0.78,0.05,0.11,0.12,30.75,5.48,12.56,6.26,13.41,2.64,9.48,<0.05,1.71,2.1,15.88,0.55,1201.8,0.72,0.07,4.88,2.45,547.23,17.38,145.55,<0.002,0.01,4.15,8.59,<1,1.62,9.99,0.35,<0.05,5.97,0.31,1.29,1.29,56.93,3.61,8,69.31,73.47
MUESTRA0393,7516.58,7507.325,1234,0.028,0.432,4.08,8.29,652.11,0.45,0.05,4.14,0.2,16.83,7.69,18.32,4.04,26.17,3.19,7.82,0.21,1.05,2.09,8.14,0.95,1016.64,1.07,0.16,2.99,5.92,472.26,3.41,124.62,<0.002,0.02,17.4,7.77,<1,0.29,101.57,0.2,<0.05,1.55,0.26,1.64,0.65,61.15,2.18,8.65,69.8,39.65
MUESTRA0394,7576.876,7528.326,1204,0.011,0.183,6.8,5.97,614.29,0.82,0.05,1.72,0.14,33.51,20.01,24.49,2.77,18.51,5.28,16.38,0.24,1.97,1.12,16,1.98,1110.42,1.01,1.97,5.33,10.64,842.18,11.07,40.63,<0.002,0.01,2.47,14.8,<1,0.92,558.3,0.35,<0.05,2.88,0.47,0.37,1.02,140.22,0.58,16.39,84.81,67.76
MUESTRA0395,7611.929,7485.914,1201,0.008,0.413,3.24,27.57,357.83,0.39,0.05,0.49,0.11,14.81,12.23,26.95,1.94,10.36,2.23,8.42,0.17,0.91,0.63,7.43,0.81,439.94,2.76,0.95,2.22,5.96,375.91,7.6,32.44,<0.002,0.05,7.5,5.62,<1,0.46,153.69,0.14,<0.05,1.35,0.17,0.29,0.47,74.35,0.55,6.45,52.38,40.31
MUESTRA0396,7595.705,7475.786,1208,<0.005,0.095,2.93,4.51,157.72,0.33,0.05,0.29,0.12,14.56,6.75,19.39,4.07,6.71,2.51,7.5,0.17,0.69,0.57,7.95,0.97,735.5,0.4,0.68,1.93,4.24,323.1,6.82,33.8,<0.002,0.04,6.45,5.69,<1,0.51,69.77,0.12,<0.05,0.99,0.15,0.29,0.41,58.77,0.41,4.95,44.42,20.46
MUESTRA0397,7720.564,7548.831,1121,<0.005,0.121,4.57,2.42,429,0.52,0.05,0.34,0.07,24.88,13.8,30.73,3.73,25.3,3.85,11.58,<0.05,1.11,1.15,10.07,1.45,967.78,0.28,1.01,2.94,10.42,550.95,7.13,58.89,<0.002,<0.01,4.97,9.11,<1,0.71,159.17,0.17,<0.05,2.07,0.25,0.64,0.52,87.19,1.28,10.26,55.86,47.93
MUESTRA0398,7504,7697,1157,0.119,0.732,1.09,90.63,41.67,0.16,0.05,0.5,0.07,43.65,2.41,17.55,1.61,16.81,1.35,2.59,0.05,0.1,0.24,29.31,0.26,194.08,0.48,0.04,0.37,1.84,121.67,11.34,14.35,<0.002,0.02,4.19,1.74,<1,0.29,11.02,<0.05,0.174,0.18,0.03,0.14,0.1,19.64,0.2,2.59,15.1,4.03
MUESTRA0399,7372,7821,1093,0.005,0.371,2.99,23.87,65.8,0.42,0.05,0.2,0.1,8.96,7.18,33.1,1.98,12.92,2.32,7.03,<0.05,0.78,0.51,4.29,0.4,285.53,4.7,0.78,2.61,10.22,275.02,6.45,30.53,<0.002,0.01,2.52,4.72,<1,1.19,51.41,0.16,<0.05,1.33,0.17,0.3,0.97,44.24,0.37,3.39,28.02,39.84
MUESTRA0400,7387,7845,1075,0.012,1.168,1.22,158.23,179.02,0.44,<0.01,0.13,0.06,5.06,6.69,23.06,2.54,21.35,4.29,3.37,<0.05,0.21,0.19,2.61,0.41,693.77,27.49,0.22,0.76,3.96,180.43,16.04,12.66,<0.002,0.21,2.02,2.29,<1,0.29,40.95,<0.05,<0.05,0.46,0.04,0.14,0.19,35.06,0.21,1.5,15.84,9.63
MUESTRA0401,7654.096,7280.083,1252,0.628,90.697,1.67,4.71,93.39,2.77,0.05,7.08,0.15,5.47,1.99,13.48,6.01,6.04,0.85,4.15,<0.05,0.3,0.6,2.59,0.18,1254.63,0.25,0.06,0.73,1.04,159.47,3.85,41.95,<0.002,0.09,17.92,2.22,1.08,0.31,75.79,0.06,<0.05,0.66,0.07,0.42,0.21,23.75,0.63,2.39,19.25,13.53
MUESTRA0402,7651.098,7262.602,1258,1.881,176.888,1.6,5.89,56.64,0.97,<0.01,6.47,0.19,4.92,2.03,17.12,5.83,9.85,0.76,3.34,<0.05,0.3,0.57,2.59,0.14,648.17,0.29,0.08,0.72,1.15,207.69,6.6,39.41,<0.002,0.07,12.42,2.24,1.86,0.43,77.52,0.05,<0.05,0.59,0.06,0.41,0.21,21.95,0.39,2.75,16.2,11.58
MUESTRA0403,7516.522,7507.41,1234,0.021,0.858,2.54,6.41,316.07,0.43,0.05,1.24,0.07,7.91,3.94,20.75,4.98,55.36,1.61,5.86,<0.05,0.5,1.49,3.73,0.38,466.6,0.6,0.08,1.41,3.17,267.8,4.79,91.72,<0.002,0.02,16.2,3.83,<1,0.32,51.62,0.1,0.05,0.91,0.11,1.16,0.19,45.35,0.92,3.89,29.85,17.43
MUESTRA0404,7575.762,7439.146,1229,0.011,1.67,2.68,13.26,147.9,0.38,0.05,1.06,0.05,9.55,9.13,24.17,3.96,31.41,2.09,6.39,<0.05,0.87,0.99,3.33,0.49,594.42,0.56,0.03,2.18,6.12,417,5.13,74.14,<0.002,0.04,32.24,5.27,<1,0.81,32.63,0.12,<0.05,1.23,0.17,0.79,0.39,47.13,1.01,5.35,25.89,29.63
MUESTRA0405,7647.991,7330.175,1242,0.007,0.908,1.84,16.63,105.68,0.32,0.05,0.11,0.05,7.59,5.22,22.6,3.97,14.33,1.76,3.92,<0.05,0.54,0.69,3.93,0.17,489.5,2.3,0.02,1.31,3.48,203.64,4.07,42.8,<0.002,0.01,24.3,3.72,<1,0.46,10.35,0.06,<0.05,0.75,0.09,0.5,0.3,28.02,0.36,4.46,17.46,20.8
MUESTRA0406,7685.385,7385.344,1208,0.005,0.526,7.31,15.87,960.93,0.71,0.05,4.25,0.05,32.11,7.64,25.23,8.27,11.37,2.76,12.18,0.05,2.04,2.96,12.99,0.64,1911.69,0.7,1.23,5.36,4.06,781.32,8.85,150.96,<0.002,0.01,20.32,12.95,<1,0.89,195.31,0.33,<0.05,3.25,0.43,1.75,0.79,107.68,2.66,11.87,32.92,74.23
MUESTRA0407,7749.635,7376.631,1198,0.005,0.418,1.69,11.69,105.84,0.29,0.05,6.19,0.06,7.47,3.38,13.57,4.14,6.66,1.16,3.78,<0.05,0.49,0.62,3.81,0.22,965.48,0.59,0.04,1.12,2.25,197.47,3.41,37.84,<0.002,<0.01,22.35,3.03,<1,0.43,98.01,0.07,<0.05,0.68,0.07,0.45,0.21,32.16,0.76,3.53,12.53,16.01
MUESTRA0408,7746.951,7334.899,1214,0.007,0.596,3.32,28.7,138.8,0.34,0.05,0.09,0.06,9.45,5.7,18.6,5.5,13.72,2.06,6.09,<0.05,0.91,0.97,3.4,0.49,390.04,1.38,0.03,1.98,4.09,381.28,8.84,60.23,<0.002,0.01,18.76,4.57,<1,0.57,9.45,0.13,<0.05,1.18,0.16,0.63,0.39,48.32,1.07,3.65,31.1,39.86
MUESTRA0409,7756.197,7418.672,1175,0.013,0.246,3.36,39.21,154.64,0.43,0.05,0.09,0.08,16.9,4.88,16.9,4.5,19.02,2.62,6.71,<0.05,0.55,1.03,5.9,0.79,1017.16,1.18,0.03,1.32,2.77,302.93,18.79,58.95,<0.002,0.01,6.19,5.11,<1,0.65,9.96,0.09,<0.05,1.07,0.13,0.62,0.33,56.04,0.71,3.49,37.58,26.23
MUESTRA0410,7756.236,7420.633,1173,<0.005,0.233,4.27,5.22,122.94,0.58,0.05,13.36,0.06,16.49,9.03,10.52,5.27,12.93,2.44,7.68,0.08,1.54,1.08,7.71,0.82,755.48,0.14,0.48,3.01,6.77,398.35,4.3,75.82,<0.002,0.05,4.47,7.07,<1,0.92,215.98,0.18,<0.05,1.95,0.21,0.79,0.58,60.68,1.15,7.68,44.48,65.32
MUESTRA0411,7754.63,7450.319,1158,0.011,0.295,2.9,20.25,85.93,0.4,0.05,3.67,0.05,8.4,5.65,22.28,2.82,10.08,1.81,6.88,<0.05,0.38,0.59,4.48,0.54,669.41,0.35,0.6,1.54,3.96,274.8,3.69,41.48,<0.002,0.01,11.46,5.04,<1,0.37,79.91,0.11,<0.05,0.84,0.13,0.42,0.21,86.19,0.73,4.11,25.51,14.42
MUESTRA0412,7763.773,7522.919,1115,<0.005,0.122,2.03,4.25,125.19,0.26,0.07,1.11,0.12,18.03,2.56,13.73,2.24,2.15,1.1,3.4,<0.05,0.85,0.77,7.63,0.31,492.66,0.37,0.03,2.17,1.86,320.58,5.17,44.1,<0.002,<0.01,8.64,3.21,<1,0.65,40.23,0.19,<0.05,3.18,0.08,0.46,1.05,20.64,0.4,6.44,25.16,32.78
MUESTRA0413,7939.966,7733.444,1044,<0.005,0.27,4.71,2.41,230.84,0.61,0.05,2.02,0.29,20.3,7.1,11.98,4.12,15.1,2.22,7.72,0.07,1.13,0.82,10.34,0.82,792.18,0.18,1.08,2.75,4.14,396.16,2.1,61.69,<0.002,<0.01,10.46,5.46,<1,0.56,72.02,0.22,<0.05,2.34,0.22,0.65,0.72,56.42,2.76,5.83,48.62,40.98
MUESTRA0414,7957.723,7749.313,1039,<0.005,0.16,4.95,5.87,95.46,0.5,0.05,0.46,0.12,19.04,8.41,13.59,3.42,6.12,3.1,9.22,<0.05,1.27,0.49,8.18,1.03,837.39,0.61,1.42,3.31,6.01,512.23,3.7,36.96,<0.002,<0.01,7.39,7.37,<1,0.69,73.66,0.24,<0.05,2.58,0.22,0.32,0.88,64.26,2.78,7.09,57.26,49.69
MUESTRA0415,7443.802,7447.359,1279,0.009,0.856,5.31,24.02,819.46,0.76,0.05,0.37,0.13,18.17,7.94,21.03,7.38,44.39,2.23,9.33,0.05,1.4,2.6,7.66,0.76,480.5,0.53,0.71,3.27,4.2,460.47,10.42,136.87,<0.002,0.05,9.32,8.12,<1,0.77,137.44,0.22,0.05,2.39,0.22,1.58,0.67,55.09,0.92,7.53,45.48,55.42
MUESTRA0416,7468.3,7510.31,1259,<0.005,0.423,0.63,6,79.29,0.24,0.05,0.03,<0.02,0.81,1.48,42.43,5.14,6.53,0.77,1.33,<0.05,0.11,0.13,<0.5,0.08,198.01,3.21,0.04,0.41,1.44,30.44,2.07,10.15,0.007,0.06,10.47,2.3,<1,0.2,19.48,<0.05,<0.05,0.11,0.02,0.17,0.1,18.11,0.1,0.31,2.81,6.02
MUESTRA0417,7520.809,7644.348,1189,0.007,0.525,1.92,44.56,118.99,0.39,0.05,0.21,0.29,8.1,12.48,29.56,2,72.16,5.8,6.47,<0.05,0.43,0.12,3.16,1.05,878.36,2.26,0.16,1,13.75,224,14.62,8.06,<0.002,0.05,2.91,7.54,<1,0.51,38.38,0.05,<0.05,0.6,0.07,0.08,0.41,97.15,6.41,4.87,43.25,19.88
MUESTRA0418,7593,7660,1133,<0.005,0.82,4.78,8.91,239.43,0.53,0.05,0.81,0.26,18.86,13.78,29.02,3.92,97.34,4.24,10.02,0.08,1.72,0.6,7.24,1.77,913.27,1.32,1.19,2.36,10.4,502.18,14.16,31.83,<0.002,0.03,2.44,9.64,<1,0.66,155.71,0.18,<0.05,1.59,0.26,0.28,0.67,107.55,0.98,10.53,71.47,72.16
MUESTRA0419,7559,7715,1108,<0.005,0.145,0.38,2.05,31.32,0.26,0.05,0.38,0.05,1.27,2.49,25.14,1.14,5.58,0.68,1.18,<0.05,<0.1,0.06,0.56,0.08,256.94,0.37,0.05,0.1,1.24,29.38,3.14,3.32,<0.002,<0.01,1.91,1.28,<1,0.21,27.63,<0.05,<0.05,0.07,0.01,0.05,0.1,6.76,0.1,0.64,3.14,2
MUESTRA0420,7538.414,7769.906,1120,<0.005,0.093,6.3,10.98,373.48,0.99,<0.01,1.58,0.22,33.16,14.74,37.26,6.86,22.45,3.74,13.08,0.06,1.96,1.09,14.68,1.24,1019.06,1.01,1.9,5.46,11.17,703.93,6.89,52.03,<0.002,0.01,1.58,13.84,<1,0.87,398.78,0.39,<0.05,3.35,0.34,0.43,1.61,109.17,0.62,13.24,64.32,85.65
MUESTRA0421,7483.145,7669.697,1193,<0.005,0.318,4.8,3.24,91.92,0.61,0.05,9.4,0.14,27.81,14.17,15.22,4.44,6.73,3.13,10.94,0.06,1.46,0.85,12.42,1.08,1257.68,0.46,1.49,3.92,6.9,546.71,6.61,48.63,<0.002,0.01,1.94,10.12,<1,0.83,210.11,0.25,<0.05,2.12,0.29,0.3,0.85,98.11,1.31,10.87,67.72,61.42
MUESTRA0422,9456,6383,1510,<0.005,0.315,1.52,6.09,75.92,0.27,<0.01,0.05,0.05,7.68,3.59,17.74,3.83,2.34,1.49,3.94,<0.05,0.37,0.41,4.73,0.46,852.94,0.62,0.02,0.92,2.62,136.06,3.51,30.11,<0.002,<0.01,47.86,2.64,<1,0.37,10.58,0.07,<0.05,0.8,0.08,0.32,0.28,34.28,0.74,4.92,22.63,20.6
MUESTRA0423,9462,6419,1506,<0.005,0.521,1.95,18.89,70.96,0.28,0.05,1.67,0.14,9.93,4.09,24.85,5.14,3.95,1.72,4.64,<0.05,0.38,0.5,4.94,0.52,462.67,0.95,0.02,1.05,3.42,146.8,3.7,45.5,<0.002,<0.01,35.66,3.31,<1,0.51,32.14,0.07,<0.05,0.75,0.07,0.41,0.33,36.76,0.65,3.78,35.37,17.84
MUESTRA0424,9460,6415,1506,<0.005,0.137,1.13,8.58,48.64,0.18,<0.01,10.05,0.12,7.47,2.63,12.88,3.5,4.96,1.08,2.85,<0.05,0.19,0.3,3.82,0.22,1476.83,0.24,0.02,0.52,1.6,77.73,3.16,23.58,<0.002,0.01,22.16,2.31,<1,0.3,142.27,<0.05,<0.05,0.44,0.04,0.26,0.21,20.78,0.42,4.36,13.49,9.54
MUESTRA0425,9452,6423,1502,0.007,0.8,2.1,20.98,73.59,0.36,0.05,5.17,0.1,9.51,6.28,16.91,5.18,5.75,2.18,5.05,<0.05,0.64,0.49,4.2,0.7,1240.72,1.16,0.02,1.26,4.05,193.14,5.31,43.21,<0.002,0.01,32.22,3.92,<1,0.58,46.14,0.08,<0.05,0.91,0.1,0.45,0.4,46.42,0.96,4.69,32.36,24.68
MUESTRA0426,9447,6429,1497,0.006,0.198,1.58,11.97,47.57,0.24,0.05,9.97,0.06,6.58,3.69,12.12,2.65,3.88,1.64,3.56,<0.05,0.44,0.3,3.65,0.56,1075.77,0.19,0.02,0.71,2.59,136.63,2.96,20.01,<0.002,<0.01,18.08,2.46,<1,0.31,96.95,0.06,<0.05,0.57,0.06,0.17,0.19,35.16,0.65,3.11,28.32,13.8
MUESTRA0427,9444,6426,1495,0.006,0.195,1.83,16.75,62.32,0.27,<0.01,10.61,0.09,7.49,4.41,9.95,3.44,4.35,1.9,4.09,0.06,0.53,0.35,4.1,0.7,1465.73,0.24,0.08,0.92,2.97,161.7,4.1,22.71,<0.002,0.01,18.86,2.98,<1,0.28,105.48,0.07,<0.05,0.71,0.08,0.2,0.31,43.41,0.89,4.72,28.73,17.99
MUESTRA0428,9452,6471,1492,0.227,2.218,2.3,145.09,181.59,0.27,0.05,1.68,12.03,8.33,8.19,21.05,4.5,21.51,3.59,5.12,<0.05,0.52,0.62,3.42,0.57,1042.69,4.04,0.26,1.28,4.35,217.38,116.39,46.02,<0.002,0.11,31.47,3.45,<1,0.4,49.59,0.09,<0.05,0.93,0.1,0.52,0.43,43.48,0.55,3.97,883.94,30.91
MUESTRA0429,9481,6465,1504,<0.005,0.321,2.41,6.22,96.11,0.36,0.05,7.94,0.38,11.51,3.41,13.19,5.73,6.13,2.14,5.57,<0.05,0.81,0.69,4.84,0.77,1322.29,0.36,0.02,1.61,2.74,252.44,4.86,56.82,<0.002,<0.01,28.12,4.58,<1,0.54,61.94,0.32,<0.05,1.26,0.14,0.5,0.37,56.44,0.93,6.19,81.36,24.5
MUESTRA0430,9473,6468,1501,0.009,1.707,2.37,27.04,178.13,0.44,0.08,17.93,0.25,14.96,12.42,8.46,9.56,10.8,2.85,6.09,<0.05,0.74,0.68,8.31,0.2,2235.96,2.35,0.02,1.44,5.01,227.39,15.1,47.66,<0.002,<0.01,16.85,4.85,<1,3.1,105.11,0.09,<0.05,1.16,0.11,0.49,0.5,52.53,0.67,6.82,33.54,25.21
MUESTRA0431,9429,6643,1493,0.021,0.574,0.32,17.13,30.82,0.12,0.05,8.54,0.55,3.07,2.23,16.13,1.49,11.65,1.1,1.51,<0.05,<0.1,0.04,1.94,0.12,1585.42,1.7,0.02,0.1,1.71,9.38,42.01,3.24,<0.002,<0.01,16.03,0.75,<1,0.2,139.55,0.53,<0.05,0.06,0.01,0.07,0.22,9.21,0.1,1.65,37.27,1.93
MUESTRA0432,9463,6618,1510,0.011,1.45,0.97,63.42,47.21,0.22,0.05,0.13,0.2,3.4,8,19.94,2.82,33.92,3.5,2.77,<0.05,0.22,0.23,1.43,0.21,270.66,9.3,0.06,0.53,6.44,98.69,15.58,13.84,<0.002,<0.01,14.91,1.98,<1,0.62,19.79,0.05,<0.05,0.45,0.03,0.16,0.33,23.21,0.11,1.45,14.11,7.91
MUESTRA0433,9425,6697,1496,0.081,1.051,0.81,21.07,41.42,0.2,0.05,2.2,0.26,3.95,3.93,21.58,2.96,11.14,1.26,2.52,<0.05,0.1,0.17,2.4,0.29,715.19,1.26,0.02,0.31,2.37,65.48,27.78,12.2,<0.002,<0.01,21.05,1.71,<1,0.95,28.27,<0.05,<0.05,0.31,0.02,0.14,0.18,17.82,0.1,1.72,31.29,5.43
MUESTRA0434,9464,6717,1500,0.009,0.611,0.77,24.16,42.18,0.2,0.05,2.81,0.06,3.03,2.96,19.22,2.77,7.97,1.6,2.13,<0.05,0.1,0.12,1.87,0.24,878.71,1.19,0.02,0.2,2.29,63.26,5.82,8.73,<0.002,<0.01,26.21,1.01,<1,0.2,32.21,<0.05,<0.05,0.19,0.02,0.13,0.11,15.62,0.2,2.01,19.31,5.63
MUESTRA0435,9466,6711,1501,0.006,0.895,0.83,27.78,39.79,0.14,0.05,0.36,0.07,3.49,2.35,24.98,2.94,8.83,1.28,2.4,<0.05,0.1,0.21,1.95,0.16,527.57,1.05,0.02,0.21,2.13,76.56,6.48,12.49,<0.002,<0.01,20.47,1.29,<1,0.2,10.37,<0.05,<0.05,0.19,0.02,0.17,0.1,15.43,0.11,1.65,12.61,4.08
MUESTRA0436,9484,6782,1481,<0.005,1.215,1.87,43.37,61.41,0.31,0.05,2.62,0.15,8.22,4.57,21.54,3.3,15.84,1.87,3.61,<0.05,0.71,0.46,4.02,0.47,1047.44,4.42,0.03,0.93,3.91,177.67,14.07,32.78,<0.002,<0.01,25.24,3.19,<1,1.15,27.47,0.07,<0.05,0.85,0.08,0.39,0.3,27.33,0.47,3.68,19.51,15.11
MUESTRA0437,9489,6789,1480,<0.005,0.688,1.7,11.48,49.56,0.28,0.05,3.47,0.05,8.5,5.8,16.26,3.27,6.51,2.29,4.15,<0.05,0.48,0.36,4.49,0.59,1378.37,0.84,0.01,1.11,4.56,185.97,15.74,29.77,<0.002,<0.01,22.82,3.65,<1,0.38,26.03,0.07,<0.05,0.82,0.09,0.28,0.32,37.4,0.65,4.26,32.69,19.55
MUESTRA0438,9494,6797,1480,0.012,3.674,2.83,119.02,107.88,0.44,0.07,0.76,0.15,8.52,15.29,20.13,6.98,61.62,3.79,6.05,<0.05,1.41,0.84,4.2,0.39,790.72,13.77,0.02,1.94,11.71,313.39,32.47,59.67,<0.002,0.01,41.93,5.93,<1,1.03,16.68,0.14,<0.05,1.54,0.15,0.77,0.61,61.41,0.87,5.61,27.21,33.94
MUESTRA0439,9499,6813,1450,0.007,1.575,1.98,78.18,49.98,0.27,0.05,6.74,0.34,11.37,9.53,14.6,3.28,74.04,3.23,4.72,<0.05,0.92,0.32,5.77,0.81,1504.18,7.66,0.02,1.41,5.84,228.92,10.43,26.12,<0.002,<0.01,21.35,4.07,<1,1.12,71.6,0.09,<0.05,1.08,0.1,0.32,0.46,35.57,0.59,5.43,38.31,24.93
MUESTRA0440,9473,6878,1461,<0.005,0.2,3.23,3.38,117.52,0.38,0.05,3.98,0.05,15.2,5.1,19.9,6.53,3.67,1.73,5.89,<0.05,1.35,1.11,6.44,0.51,898.38,0.41,0.16,2.01,4.27,343.96,4.26,72.59,<0.002,<0.01,24.47,5.83,<1,0.49,56.38,0.17,<0.05,2.27,0.19,0.72,0.71,46.52,1.3,6.86,24.21,45.23
MUESTRA0441,9474,6879,1461,0.006,0.826,1.77,12.31,95.42,0.24,0.05,5.1,0.05,9.79,7.19,16.49,3.06,4.17,1.5,3.87,<0.05,0.63,0.53,4.95,0.35,1352.61,0.78,0.09,1.07,4.52,215.93,6.36,42.07,<0.002,<0.01,21.98,4.16,<1,0.42,50.96,0.09,<0.05,1.08,0.09,0.56,0.37,33.49,0.72,5.51,20.2,25.25
MUESTRA0442,9490,6916,1469,0.005,0.459,2.39,10.63,39.28,0.38,0.05,0.09,0.07,10.47,6.25,21.08,4.34,16.1,3.09,6.5,<0.05,0.9,0.51,5.9,0.98,769.94,1.48,0.02,1.52,4.15,236.81,8.99,41.56,<0.002,<0.01,21.97,4.23,<1,0.4,10.28,0.11,<0.05,1.27,0.12,0.4,0.48,46.68,0.8,5.53,43.28,31.03
MUESTRA0443,9466,6973,1451,0.01,1.522,2.35,22.2,217.58,0.3,0.05,1.85,0.07,8.64,7.31,19.53,5.2,5.46,1.3,3.99,<0.05,0.79,0.98,4.36,0.29,575.35,3.9,0.04,1.42,4.29,245.63,14.59,63.27,<0.002,<0.01,35.88,4.18,<1,0.54,35.26,0.1,<0.05,1.22,0.12,0.68,0.4,43.46,0.77,4.29,18.13,31.84
MUESTRA0444,9384,6263,1464,0.01,1.092,1.16,25.53,39.25,0.2,0.05,14.51,0.27,8.03,5.91,8.09,2.84,13.14,1.65,3.24,<0.05,0.31,0.28,4.59,0.55,2199.86,2.15,0.06,0.64,3.08,98.59,17.35,20.42,<0.002,0.02,24.7,2.13,<1,0.29,142.85,<0.05,<0.05,0.45,0.05,0.19,0.22,23.49,0.31,3.93,34.31,12.62
MUESTRA0445,9372,6273,1492,0.034,3.364,2.83,102.39,74.57,0.4,0.05,3.24,0.2,14.25,15.02,17.52,6.45,34.21,5.26,8.3,<0.05,0.78,0.61,6.64,1.01,1191.01,6.8,0.29,1.62,7.84,283.37,22.54,35.78,<0.002,1.05,19.68,6.12,<1,1.05,70.54,0.14,<0.05,1.23,0.15,0.41,0.73,68.78,0.74,6.34,43.63,35.54
MUESTRA0446,9371,6266,1495,0.024,1.136,1.32,70.26,37.82,0.29,0.05,8.09,0.15,6.4,6.85,11.27,4.1,10.51,2.29,3.6,0.05,0.22,0.35,3.67,0.48,1351.33,4.35,0.11,0.45,3.05,117.17,10.89,19.98,<0.002,0.02,22.03,2.1,<1,0.28,94,<0.05,<0.05,0.44,0.04,0.25,0.19,21.95,0.28,3.62,19.88,8.57
MUESTRA0447,9385,6308,1494,<0.005,0.396,2.34,6.47,80.39,0.31,0.05,0.44,0.14,10.8,3.7,18.04,4.11,53.83,1.53,5.47,<0.05,0.93,0.7,5.37,0.43,404.64,0.87,0.08,1.45,4.58,249.65,23.14,51.17,<0.002,<0.01,20.31,3.96,<1,0.45,14.12,0.11,<0.05,1.54,0.11,0.46,0.43,39.55,0.83,4.9,38.95,39.71
MUESTRA0448,9392,6302,1502,0.005,0.357,4.97,9.99,265.3,0.56,0.05,6.68,0.56,21.36,7.97,13.22,8.46,23.74,2.46,9.46,<0.05,1.44,1.3,9.67,0.74,1410.31,0.48,0.41,2.84,6.9,413.87,20.67,82.56,<0.002,0.01,19.4,6.88,<1,0.55,122.64,0.18,<0.05,2.43,0.24,0.78,0.57,75.08,1.92,9.54,76.28,59.53
MUESTRA0449,9402,6294,1509,<0.005,0.11,2.25,3.24,97.07,0.34,<0.01,11.83,0.09,16.41,3.2,6.06,6.08,6.99,1.91,5.63,<0.05,0.76,0.67,9.08,0.51,2266.34,0.24,0.04,1.2,2.22,218.48,4.26,48.88,<0.002,<0.01,21.4,4.24,<1,0.44,102.97,0.1,<0.05,0.96,0.1,0.43,0.29,43.71,0.88,6.52,32.58,25.51
MUESTRA0450,9424,6328,1512,0.007,1.127,1.65,33.45,92.56,0.24,0.05,2.25,0.07,6.05,6.58,17.3,3.3,18.42,2.13,3.31,<0.05,0.55,0.53,2.65,0.34,737.37,2.31,0.03,0.98,3.61,141.06,6.89,31.32,<0.002,0.01,26.96,4.73,<1,0.42,35.21,0.07,<0.05,0.72,0.08,0.42,0.31,48.36,2.32,4.51,17.22,15.8
MUESTRA0451,9430,6324,1519,0.007,1.499,1.66,25.39,113.9,0.25,0.05,0.69,0.08,4.82,6.81,28.15,3.96,19.36,1.87,3.25,<0.05,0.38,0.48,2.5,0.27,574.76,1.92,0.03,0.83,3.76,152.68,9.52,32.3,<0.002,<0.01,32.98,3.62,<1,0.98,18.84,0.06,<0.05,0.68,0.07,0.42,0.29,39.07,0.66,3.17,16.23,14.73
MUESTRA0452,9438,6320,1529,0.025,4.317,1.8,140.37,101.4,0.32,0.05,0.72,0.11,5.64,9.64,19.13,4.95,75.15,3.59,3.99,<0.05,0.53,0.58,3.07,0.33,632.34,7.95,0.04,0.94,5.45,162.08,17.45,36.61,<0.002,0.02,31.35,4.31,<1,1.2,22.18,0.08,<0.05,0.71,0.07,0.51,0.42,53.89,0.46,4.21,18.32,14.95
